order,date,coin,futures,type,sum,fee
1227577596338393098,2024-10-08,USDT,ETHUSDT,contract_margin_settle_fee,-0.042742989800000006,0.0
1227215219990351895,2024-10-07,USDT,BTCUSDT,contract_margin_settle_fee,-0.004151130193,0.0
1227215213430460418,2024-10-07,USDT,ETHUSDT,contract_margin_settle_fee,-0.0293695353,0.0
1227215169335742467,2024-10-07,USDT,SOLUSDT,contract_margin_settle_fee,-0.0127349658,0.0
1226852836289695813,2024-10-06,USDT,BTCUSDT,contract_margin_settle_fee,-0.0072300173,0.0
1226852827695566975,2024-10-06,USDT,ETHUSDT,contract_margin_settle_fee,-0.0337120798,0.0
1226852794770280590,2024-10-06,USDT,SOLUSDT,contract_margin_settle_fee,-0.0255316188,0.0
1226490430556360715,2024-10-05,USDT,BTCUSDT,contract_margin_settle_fee,0.00018567211,0.0
1226490428639563802,2024-10-05,USDT,ETHUSDT,contract_margin_settle_fee,-0.044098929,0.0
1226490392149118979,2024-10-05,USDT,SOLUSDT,contract_margin_settle_fee,-0.0159313572,0.0
1226128050064347144,2024-10-04,USDT,BTCUSDT,contract_margin_settle_fee,-0.0071931119,0.0
1226128037653401601,2024-10-04,USDT,ETHUSDT,contract_margin_settle_fee,-0.023641807,0.0
1226128031173201959,2024-10-04,USDT,SOLUSDT,contract_margin_settle_fee,-0.006715548444,0.0
